단어,빈도수
모르나,42
지명,42
고용,42
합리,42
핵심,42
속마음,40
리지,40
이명박,40
사면,40
이중,40
개차반,40
사서,40
궤변,40
별짓,40
일당,40
본부장,40
무산,40
내세,40
마인드,40
인식,40
법원,40
선진국,40
당신,40
죄송,40
고집,40
국고,40
몸종,40
혜택,40
천재,40
비롯,40
대로,40
특징,40
의견,39
부자,39
혜경이,39
분양,39
문서,39
놀이,39
하하,39
확정,39
감금,39
지적,39
방문,39
노름,39
정작,39
품격,39
코스프레,39
내부,39
이완용,39
거대,39
확진,39
클래스,39
가격,39
충성,39
거래,39
혐오,38
자연,38
보건소,38
희한,38
간신,38
도망,38
선관위,38
대기업,38
근성,38
특기,38
서울법대,38
수법,38
시스템,38
왜곡,38
시즌,38
지급,38
환장,38
철학,38
노비,38
양가,38
사유,38
습관,38
명예,38
충격,38
열망,38
리얼미터,38
학력,38
시도,38
예의,38
도발,38
마련,38
별거,38
명칭,38
나머지,37
이득,37
이란,37
안정,37
신변,37
무속,37
범죄와의,37
수용,37
수저,37
수출,37
바지,37
원가,37
공금,37
한복,37
그림,37
저축,37
자라,37
트집,37
마찬가지,37
정신병,37
판결,37
칼로,37
업체,36
계획,36
협상,36
긍정,36
주자,36
하사,36
특권,36
대박,36
정의당,36
모녀,36
아가리,36
담당,36
재난,36
구조,36
한계,36
시계,36
상승,36
꼴통,36
소통,36
박빙,36
낯짝,36
거덜,36
대응,36
훌륭,36
태극기,36
교묘,36
신문,35
작업,35
언급,35
참여,35
침공,35
중공,35
평등,35
이나,35
파리,35
필자,35
국군,35
세월호,35
어제,35
물타기,35
보험,35
분위기,35
산다,35
현혹,35
해도,35
고민정,35
법조인,35
근무,35
당원,35
노망,35
현재,35
간교,34
보장,34
외국,34
군기,34
보기,34
모독,34
호소,34
당당,34
지방,34
도시,34
단독,34
철회,34
저급,34
리더,34
반박,34
도이치,34
작작,34
행사,34
물건,34
정상인,34
의문,34
유치,34
처방전,34
음식,34
공직,34
장교,34
다리,34
제주도,34
살림,33
대납,33
취조,33
주민,33
실현,33
데이트,33
사이비,33
궁리,33
안전,33
녹음,33
배우자,33
합격,33
골프장,33
더듬,33
손해,33
피눈물,33
정시,33
확보,33
대중,33
학대,33
목표,33
더블,33
장기,33
아치,33
치사,33
차지,33
할아버지,33
기질,33
오차,32
효과,32
한자리,32
늙은이,32
팬티,32
신념,32
유전자,32
베네수엘라,32
원고,32
약자,32
결재,32
김경수,32
리야,32
귀신,32
정은,32
소설,32
황제,32
홍보,32
무리,32
불량,32
성장,32
장동,32
미친놈,32
공사,32
이슈,32
연예인,30
해석,30
수도권,30
표정,30
학생,30
폭탄,30
범위,30
합당,30
주도,30
석이,30
상관,30
작정,30
객관,30
후손,30
반장,30
논문,30
악의,30
형도,30
애가,30
끝판,30
고인,30
군사,30
기본소득,30
표심,30
보유,30
리가,30
파괴,30
추락,30
현란,30
추진력,30
피해자,30
축하,30
결렬,30
법안,30
누님,30
통장,29
치졸,29
발뺌,29
최근,29
영업,29
성희롱,29
그네,29
강화,29
장애,29
모터스,29
신고,29
구체,29
향수,29
당론,29
감성,29
해체,29
형제간,29
차라리,29
목소리,29
자본주의,29
말라,29
출세,29
자칭,29
파탄,29
식구,29
동의,29
확률,29
직장,29
개천,29
동참,29
기어,29
농락,29
국토,29
압승,29
저번,29
골프,29
수행,29
양당,29
언론사,28
한우,28
솔직,28
졸업,28
차례,28
흉내,28
망언,28
부끄러움,28
전환,28
매국노,28
접종,28
결혼,28
유용,28
인구,28
남성,28
위법,28
선대위,28
때문에,28
주특기,28
구역질,28
잡기,28
리스크,28
패배,28
취소,28
중간,28
순진,28
토건,28
식당,28
성적,28
허구,28
강간,28
길이,28
세트,28
충분,28
판검사,28
철새,28
징글,28
달성,28
연합,28
대통령감,28
권력욕,28
한때,28
어떠,28
주의,28
차고,28
여사,28
우려,28
남녀,28
친일파,28
방해,28
근처,27
치국평천하,27
한반도,27
어르신,27
탈탈,27
취업,27
실토,27
예측,27
자야,27
가도,27
고의,27
복무,27
엉망,27
양성,27
소신,27
분야,27
에선,27
군부대,27
그러,27
보지,27
베트남,27
노래,27
한말,27
국익,27
공장,27
시행,27
